Community Name,Crime Category,Number of Records,Year,Incidents
AUBURN BAY,Residential Break & Enter,1,2016,39
BANFF TRAIL,Residential Break & Enter,1,2016,33
BANKVIEW,Residential Break & Enter,1,2016,29
BAYVIEW,Residential Break & Enter,1,2016,7
BEDDINGTON HEIGHTS,Residential Break & Enter,1,2016,36
BEL-AIRE,Residential Break & Enter,1,2016,2
BELTLINE,Residential Break & Enter,1,2016,41
BONAVISTA DOWNS,Residential Break & Enter,1,2016,11
BOWNESS,Residential Break & Enter,1,2016,48
BRAESIDE,Residential Break & Enter,1,2016,23
BRENTWOOD,Residential Break & Enter,1,2016,29
BRIDGELAND/RIVERSIDE,Residential Break & Enter,1,2016,47
BRIDLEWOOD,Residential Break & Enter,1,2016,19
BRITANNIA,Residential Break & Enter,1,2016,5
BURNS INDUSTRIAL,Residential Break & Enter,1,2016,1
CALGARY INTERNATIONAL AIRPORT,Residential Break & Enter,1,2016,0
CAMBRIAN HEIGHTS,Residential Break & Enter,1,2016,11
CANADA OLYMPIC PARK,Residential Break & Enter,1,2016,1
CANYON MEADOWS,Residential Break & Enter,1,2016,30
CAPITOL HILL,Residential Break & Enter,1,2016,23
CARRINGTON,Residential Break & Enter,1,2016,0
CASTLERIDGE,Residential Break & Enter,1,2016,25
CEDARBRAE,Residential Break & Enter,1,2016,14
CFB - CURRIE,Residential Break & Enter,1,2016,4
CFB - LINCOLN PARK PMQ,Residential Break & Enter,1,2016,2
CHAPARRAL,Residential Break & Enter,1,2016,29
CHARLESWOOD,Residential Break & Enter,1,2016,24
CHINATOWN,Residential Break & Enter,1,2016,2
CHINOOK PARK,Residential Break & Enter,1,2016,12
CHRISTIE PARK,Residential Break & Enter,1,2016,6
CITADEL,Residential Break & Enter,1,2016,20
CITYSCAPE,Residential Break & Enter,1,2016,5
CLIFF BUNGALOW,Residential Break & Enter,1,2016,9
COACH HILL,Residential Break & Enter,1,2016,17
COLLINGWOOD,Residential Break & Enter,1,2016,7
COPPERFIELD,Residential Break & Enter,1,2016,26
CORAL SPRINGS,Residential Break & Enter,1,2016,13
COUGAR RIDGE,Residential Break & Enter,1,2016,18
COUNTRY HILLS,Residential Break & Enter,1,2016,18
COUNTRY HILLS VILLAGE,Residential Break & Enter,1,2016,6
COVENTRY HILLS,Residential Break & Enter,1,2016,52
CRANSTON,Residential Break & Enter,1,2016,27
CRESCENT HEIGHTS,Residential Break & Enter,1,2016,55
CRESTMONT,Residential Break & Enter,1,2016,4
DALHOUSIE,Residential Break & Enter,1,2016,22
DEER RIDGE,Residential Break & Enter,1,2016,12
DEER RUN,Residential Break & Enter,1,2016,12
DEERFOOT BUSINESS CENTRE,Residential Break & Enter,1,2016,2
DIAMOND COVE,Residential Break & Enter,1,2016,12
DISCOVERY RIDGE,Residential Break & Enter,1,2016,15
DOUGLASDALE/GLEN,Residential Break & Enter,1,2016,50
DOVER,Residential Break & Enter,1,2016,51
DOWNTOWN COMMERCIAL CORE,Residential Break & Enter,1,2016,18
DOWNTOWN EAST VILLAGE,Residential Break & Enter,1,2016,8
DOWNTOWN WEST END,Residential Break & Enter,1,2016,1
EAGLE RIDGE,Residential Break & Enter,1,2016,1
EAST FAIRVIEW INDUSTRIAL,Residential Break & Enter,1,2016,0
EAST SHEPARD INDUSTRIAL,Residential Break & Enter,1,2016,3
EASTFIELD,Residential Break & Enter,1,2016,0
EAU CLAIRE,Residential Break & Enter,1,2016,4
EDGEMONT,Residential Break & Enter,1,2016,36
ELBOW PARK,Residential Break & Enter,1,2016,24
ELBOYA,Residential Break & Enter,1,2016,18
ERIN WOODS,Residential Break & Enter,1,2016,18
ERLTON,Residential Break & Enter,1,2016,6
EVANSTON,Residential Break & Enter,1,2016,26
EVERGREEN,Residential Break & Enter,1,2016,34
FAIRVIEW,Residential Break & Enter,1,2016,30
FAIRVIEW INDUSTRIAL,Residential Break & Enter,1,2016,0
FALCONRIDGE,Residential Break & Enter,1,2016,51
FISH CREEK PARK,Residential Break & Enter,1,2016,1
FOOTHILLS,Residential Break & Enter,1,2016,3
FOREST HEIGHTS,Residential Break & Enter,1,2016,33
FOREST LAWN,Residential Break & Enter,1,2016,63
FOREST LAWN INDUSTRIAL,Residential Break & Enter,1,2016,1
FRANKLIN,Residential Break & Enter,1,2016,1
GLAMORGAN,Residential Break & Enter,1,2016,22
GLENBROOK,Residential Break & Enter,1,2016,18
GLENDALE,Residential Break & Enter,1,2016,14
GLENMORE PARK,Residential Break & Enter,1,2016,0
GOLDEN TRIANGLE,Residential Break & Enter,1,2016,1
GREAT PLAINS,Residential Break & Enter,1,2016,0
GREENVIEW,Residential Break & Enter,1,2016,7
GREENVIEW INDUSTRIAL PARK,Residential Break & Enter,1,2016,1
GREENWOOD/GREENBRIAR,Residential Break & Enter,1,2016,3
HAMPTONS,Residential Break & Enter,1,2016,31
HARVEST HILLS,Residential Break & Enter,1,2016,17
HAWKWOOD,Residential Break & Enter,1,2016,26
HAYSBORO,Residential Break & Enter,1,2016,21
HIDDEN VALLEY,Residential Break & Enter,1,2016,44
HIGHFIELD,Residential Break & Enter,1,2016,2
HIGHLAND PARK,Residential Break & Enter,1,2016,24
HIGHWOOD,Residential Break & Enter,1,2016,16
HILLHURST,Residential Break & Enter,1,2016,61
HORIZON,Residential Break & Enter,1,2016,1
HOUNSFIELD HEIGHTS/BRIAR HILL,Residential Break & Enter,1,2016,17
HUNTINGTON HILLS,Residential Break & Enter,1,2016,41
INGLEWOOD,Residential Break & Enter,1,2016,27
KELVIN GROVE,Residential Break & Enter,1,2016,13
KILLARNEY/GLENGARRY,Residential Break & Enter,1,2016,58
KINCORA,Residential Break & Enter,1,2016,10
KINGSLAND,Residential Break & Enter,1,2016,32
LAKE BONAVISTA,Residential Break & Enter,1,2016,62
LAKEVIEW,Residential Break & Enter,1,2016,25
LEGACY,Residential Break & Enter,1,2016,2
LINCOLN PARK,Residential Break & Enter,1,2016,6
LOWER MOUNT ROYAL,Residential Break & Enter,1,2016,18
MACEWAN GLEN,Residential Break & Enter,1,2016,11
MAHOGANY,Residential Break & Enter,1,2016,17
MANCHESTER,Residential Break & Enter,1,2016,3
MANCHESTER INDUSTRIAL,Residential Break & Enter,1,2016,5
MAPLE RIDGE,Residential Break & Enter,1,2016,17
MARLBOROUGH,Residential Break & Enter,1,2016,58
MARLBOROUGH PARK,Residential Break & Enter,1,2016,60
MARTINDALE,Residential Break & Enter,1,2016,72
MAYFAIR,Residential Break & Enter,1,2016,10
MAYLAND,Residential Break & Enter,1,2016,0
MAYLAND HEIGHTS,Residential Break & Enter,1,2016,24
MCCALL,Residential Break & Enter,1,2016,0
MCKENZIE LAKE,Residential Break & Enter,1,2016,31
MCKENZIE TOWNE,Residential Break & Enter,1,2016,93
MEADOWLARK PARK,Residential Break & Enter,1,2016,8
MERIDIAN,Residential Break & Enter,1,2016,1
MIDNAPORE,Residential Break & Enter,1,2016,19
MILLRISE,Residential Break & Enter,1,2016,15
MISSION,Residential Break & Enter,1,2016,8
MONTEREY PARK,Residential Break & Enter,1,2016,26
MONTGOMERY,Residential Break & Enter,1,2016,29
MOUNT PLEASANT,Residential Break & Enter,1,2016,49
NEW BRIGHTON,Residential Break & Enter,1,2016,20
NOLAN HILL,Residential Break & Enter,1,2016,16
NORTH AIRWAYS,Residential Break & Enter,1,2016,3
NORTH GLENMORE PARK,Residential Break & Enter,1,2016,14
NORTH HAVEN,Residential Break & Enter,1,2016,11
NORTH HAVEN UPPER,Residential Break & Enter,1,2016,5
OAKRIDGE,Residential Break & Enter,1,2016,15
OGDEN,Residential Break & Enter,1,2016,43
OGDEN SHOPS,Residential Break & Enter,1,2016,1
PALLISER,Residential Break & Enter,1,2016,13
PANORAMA HILLS,Residential Break & Enter,1,2016,33
PARKDALE,Residential Break & Enter,1,2016,10
PARKHILL,Residential Break & Enter,1,2016,15
PARKLAND,Residential Break & Enter,1,2016,17
AURORA BUSINESS PARK,Commercial Break & Enter,1,2016,0
BAYVIEW,Commercial Break & Enter,1,2016,0
BEL-AIRE,Commercial Break & Enter,1,2016,1
BONAVISTA DOWNS,Commercial Break & Enter,1,2016,0
CAMBRIAN HEIGHTS,Commercial Break & Enter,1,2016,2
CARRINGTON,Commercial Break & Enter,1,2016,0
CASTLERIDGE,Commercial Break & Enter,1,2016,9
CFB - CURRIE,Commercial Break & Enter,1,2016,6
CHINOOK PARK,Commercial Break & Enter,1,2016,0
CITYSCAPE,Commercial Break & Enter,1,2016,1
COACH HILL,Commercial Break & Enter,1,2016,2
CORAL SPRINGS,Commercial Break & Enter,1,2016,1
CRESTMONT,Commercial Break & Enter,1,2016,2
DEER RUN,Commercial Break & Enter,1,2016,0
DIAMOND COVE,Commercial Break & Enter,1,2016,0
EAGLE RIDGE,Commercial Break & Enter,1,2016,0
FISH CREEK PARK,Commercial Break & Enter,1,2016,0
GLENDALE,Commercial Break & Enter,1,2016,4
GLENDEER BUSINESS PARK,Commercial Break & Enter,1,2016,3
GLENMORE PARK,Commercial Break & Enter,1,2016,0
HAMPTONS,Commercial Break & Enter,1,2016,0
HAWKWOOD,Commercial Break & Enter,1,2016,2
HIGHWOOD,Commercial Break & Enter,1,2016,8
KINCORA,Commercial Break & Enter,1,2016,0
LAKEVIEW,Commercial Break & Enter,1,2016,0
LEGACY,Commercial Break & Enter,1,2016,7
LIVINGSTON,Commercial Break & Enter,1,2016,1
MACEWAN GLEN,Commercial Break & Enter,1,2016,2
MAYFAIR,Commercial Break & Enter,1,2016,1
NORTH HAVEN UPPER,Commercial Break & Enter,1,2016,0
NOSE HILL PARK,Commercial Break & Enter,1,2016,0
PALLISER,Commercial Break & Enter,1,2016,4
PARKHILL,Commercial Break & Enter,1,2016,15
PARKLAND,Commercial Break & Enter,1,2016,3
POINT MCKAY,Commercial Break & Enter,1,2016,1
RIDEAU PARK,Commercial Break & Enter,1,2016,4
ROYAL VISTA,Commercial Break & Enter,1,2016,0
RUTLAND PARK,Commercial Break & Enter,1,2016,1
SCARBORO,Commercial Break & Enter,1,2016,0
SCARBORO/ SUNALTA WEST,Commercial Break & Enter,1,2016,0
SETON,Commercial Break & Enter,1,2016,0
SHAWNEE SLOPES,Commercial Break & Enter,1,2016,5
SKYLINE WEST,Commercial Break & Enter,1,2016,1
STONEGATE LANDING,Commercial Break & Enter,1,2016,1
STONEY 1,Commercial Break & Enter,1,2016,5
STONEY 3,Commercial Break & Enter,1,2016,0
STRATHCONA PARK,Commercial Break & Enter,1,2016,4
WESTGATE,Commercial Break & Enter,1,2016,2
WOODBINE,Commercial Break & Enter,1,2016,0
WOODLANDS,Commercial Break & Enter,1,2016,1
CANYON MEADOWS,Commercial Break & Enter,1,2016,7
CEDARBRAE,Commercial Break & Enter,1,2016,3
CFB - LINCOLN PARK PMQ,Commercial Break & Enter,1,2016,3
CITADEL,Commercial Break & Enter,1,2016,1
COUGAR RIDGE,Commercial Break & Enter,1,2016,3
ELBOYA,Commercial Break & Enter,1,2016,2
GREENWOOD/GREENBRIAR,Commercial Break & Enter,1,2016,0
MAPLE RIDGE,Commercial Break & Enter,1,2016,1
MEADOWLARK PARK,Commercial Break & Enter,1,2016,16
PANORAMA HILLS,Commercial Break & Enter,1,2016,23
PATTERSON,Commercial Break & Enter,1,2016,1
PUMP HILL,Commercial Break & Enter,1,2016,1
RIVERBEND,Commercial Break & Enter,1,2016,5
ROSEMONT,Commercial Break & Enter,1,2016,6
SILVER SPRINGS,Commercial Break & Enter,1,2016,3
SKYLINE EAST,Commercial Break & Enter,1,2016,2
UPPER MOUNT ROYAL,Commercial Break & Enter,1,2016,4
VALLEY RIDGE,Commercial Break & Enter,1,2016,4
WESTWINDS,Commercial Break & Enter,1,2016,13
BRAESIDE,Commercial Break & Enter,1,2016,2
BRITANNIA,Commercial Break & Enter,1,2016,5
CHARLESWOOD,Commercial Break & Enter,1,2016,2
COUNTRY HILLS,Commercial Break & Enter,1,2016,2
ERLTON,Commercial Break & Enter,1,2016,12
HIDDEN VALLEY,Commercial Break & Enter,1,2016,2
MONTEREY PARK,Commercial Break & Enter,1,2016,12
PEGASUS,Commercial Break & Enter,1,2016,0
RANCHLANDS,Commercial Break & Enter,1,2016,2
RICHMOND,Commercial Break & Enter,1,2016,9
ROCKY RIDGE,Commercial Break & Enter,1,2016,5
SHAGANAPPI,Commercial Break & Enter,1,2016,4
SOMERSET,Commercial Break & Enter,1,2016,9
SPRUCE CLIFF,Commercial Break & Enter,1,2016,8
ST. ANDREWS HEIGHTS,Commercial Break & Enter,1,2016,3
TUSCANY,Commercial Break & Enter,1,2016,2
UNIVERSITY HEIGHTS,Commercial Break & Enter,1,2016,8
WALDEN,Commercial Break & Enter,1,2016,3
BRIDLEWOOD,Commercial Break & Enter,1,2016,7
DISCOVERY RIDGE,Commercial Break & Enter,1,2016,0
ELBOW PARK,Commercial Break & Enter,1,2016,6
ERIN WOODS,Commercial Break & Enter,1,2016,9
FAIRVIEW INDUSTRIAL,Commercial Break & Enter,1,2016,14
GLENBROOK,Commercial Break & Enter,1,2016,8
GREENVIEW,Commercial Break & Enter,1,2016,4
KELVIN GROVE,Commercial Break & Enter,1,2016,8
MAYLAND HEIGHTS,Commercial Break & Enter,1,2016,13
MCKENZIE LAKE,Commercial Break & Enter,1,2016,4
NOLAN HILL,Commercial Break & Enter,1,2016,4
NORTH HAVEN,Commercial Break & Enter,1,2016,5
QUEENSLAND,Commercial Break & Enter,1,2016,5
SAGE HILL,Commercial Break & Enter,1,2016,4
SCENIC ACRES,Commercial Break & Enter,1,2016,0
SHERWOOD,Commercial Break & Enter,1,2016,10
SPRINGBANK HILL,Commercial Break & Enter,1,2016,4
SUNDANCE,Commercial Break & Enter,1,2016,2
CALGARY INTERNATIONAL AIRPORT,Commercial Break & Enter,1,2016,6
CHAPARRAL,Commercial Break & Enter,1,2016,11
COLLINGWOOD,Commercial Break & Enter,1,2016,8
COUNTRY HILLS VILLAGE,Commercial Break & Enter,1,2016,7
DOUGLASDALE/GLEN,Commercial Break & Enter,1,2016,5
DOWNTOWN EAST VILLAGE,Commercial Break & Enter,1,2016,8
EDGEMONT,Commercial Break & Enter,1,2016,4
LINCOLN PARK,Commercial Break & Enter,1,2016,11
MAYLAND,Commercial Break & Enter,1,2016,10
MILLRISE,Commercial Break & Enter,1,2016,9
NORTH GLENMORE PARK,Commercial Break & Enter,1,2016,3
PINERIDGE,Commercial Break & Enter,1,2016,25
RED CARPET,Commercial Break & Enter,1,2016,2
ROSEDALE,Commercial Break & Enter,1,2016,2
ROXBORO,Commercial Break & Enter,1,2016,1
ROYAL OAK,Commercial Break & Enter,1,2016,3
SADDLE RIDGE,Commercial Break & Enter,1,2016,11
SANDSTONE VALLEY,Commercial Break & Enter,1,2016,2
SKYVIEW RANCH,Commercial Break & Enter,1,2016,20
STONEY 4,Commercial Break & Enter,1,2016,2
TEMPLE,Commercial Break & Enter,1,2016,9
VALLEYFIELD,Commercial Break & Enter,1,2016,14
COVENTRY HILLS,Commercial Break & Enter,1,2016,4
HIGHLAND PARK,Commercial Break & Enter,1,2016,27
KINGSLAND,Commercial Break & Enter,1,2016,19
OGDEN SHOPS,Commercial Break & Enter,1,2016,4
PARKDALE,Commercial Break & Enter,1,2016,15
RAMSAY,Commercial Break & Enter,1,2016,4
ROSSCARROCK,Commercial Break & Enter,1,2016,5
RUNDLE,Commercial Break & Enter,1,2016,12
TARADALE,Commercial Break & Enter,1,2016,4
VISTA HEIGHTS,Commercial Break & Enter,1,2016,14
WILDWOOD,Commercial Break & Enter,1,2016,0
ABBEYDALE,Commercial Break & Enter,1,2016,0
APPLEWOOD PARK,Commercial Break & Enter,1,2016,5
ASPEN WOODS,Commercial Break & Enter,1,2016,10
BEDDINGTON HEIGHTS,Commercial Break & Enter,1,2016,12
COPPERFIELD,Commercial Break & Enter,1,2016,12
DEER RIDGE,Commercial Break & Enter,1,2016,9
HARVEST HILLS,Commercial Break & Enter,1,2016,6
INGLEWOOD,Commercial Break & Enter,1,2016,34
MAHOGANY,Commercial Break & Enter,1,2016,3
MARTINDALE,Commercial Break & Enter,1,2016,8
OAKRIDGE,Commercial Break & Enter,1,2016,0
PENBROOKE MEADOWS,Commercial Break & Enter,1,2016,6
SADDLE RIDGE INDUSTRIAL,Commercial Break & Enter,1,2016,3
SECTION 23,Commercial Break & Enter,1,2016,11
SILVERADO,Commercial Break & Enter,1,2016,1
STARFIELD,Commercial Break & Enter,1,2016,11
UNIVERSITY OF CALGARY,Commercial Break & Enter,1,2016,11
WEST SPRINGS,Commercial Break & Enter,1,2016,2
BANKVIEW,Commercial Break & Enter,1,2016,36
CANADA OLYMPIC PARK,Commercial Break & Enter,1,2016,3
EASTFIELD,Commercial Break & Enter,1,2016,11
EAU CLAIRE,Commercial Break & Enter,1,2016,33
FOREST HEIGHTS,Commercial Break & Enter,1,2016,10
DALHOUSIE,Commercial Break & Enter,1,2016,9
DOVER,Commercial Break & Enter,1,2016,17
DOWNTOWN WEST END,Commercial Break & Enter,1,2016,12
EVERGREEN,Commercial Break & Enter,1,2016,8
HAYSBORO,Commercial Break & Enter,1,2016,26
NEW BRIGHTON,Commercial Break & Enter,1,2016,6
OGDEN,Commercial Break & Enter,1,2016,11
SIGNAL HILL,Commercial Break & Enter,1,2016,31
SOUTHWOOD,Commercial Break & Enter,1,2016,9
VARSITY,Commercial Break & Enter,1,2016,26
WEST HILLHURST,Commercial Break & Enter,1,2016,18
WINDSOR PARK,Commercial Break & Enter,1,2016,16
WINSTON HEIGHTS/MOUNTVIEW,Commercial Break & Enter,1,2016,14
ALBERT PARK/RADISSON HEIGHTS,Commercial Break & Enter,1,2016,24
BANFF TRAIL,Commercial Break & Enter,1,2016,24
MCCALL,Commercial Break & Enter,1,2016,28
SOUTH CALGARY,Commercial Break & Enter,1,2016,18
WHITEHORN,Commercial Break & Enter,1,2016,7
HOUNSFIELD HEIGHTS/BRIAR HILL,Commercial Break & Enter,1,2016,19
MIDNAPORE,Commercial Break & Enter,1,2016,21
SOUTHVIEW,Commercial Break & Enter,1,2016,4
DEERFOOT BUSINESS CENTRE,Commercial Break & Enter,1,2016,8
FALCONRIDGE,Commercial Break & Enter,1,2016,9
FRANKLIN,Commercial Break & Enter,1,2016,31
GLAMORGAN,Commercial Break & Enter,1,2016,9
MANCHESTER,Commercial Break & Enter,1,2016,26
MERIDIAN,Commercial Break & Enter,1,2016,21
SHAWNESSY,Commercial Break & Enter,1,2016,20
STONEY 2,Commercial Break & Enter,1,2016,3
SUNALTA,Commercial Break & Enter,1,2016,45
SUNNYSIDE,Commercial Break & Enter,1,2016,20
EAST FAIRVIEW INDUSTRIAL,Commercial Break & Enter,1,2016,32
FAIRVIEW,Commercial Break & Enter,1,2016,26
HUNTINGTON HILLS,Commercial Break & Enter,1,2016,22
LOWER MOUNT ROYAL,Commercial Break & Enter,1,2016,23
MARLBOROUGH PARK,Commercial Break & Enter,1,2016,14
SHEPARD INDUSTRIAL,Commercial Break & Enter,1,2016,10
CLIFF BUNGALOW,Commercial Break & Enter,1,2016,8
HORIZON,Commercial Break & Enter,1,2016,16
ALTADORE,Commercial Break & Enter,1,2016,37
BURNS INDUSTRIAL,Commercial Break & Enter,1,2016,21
NORTH AIRWAYS,Commercial Break & Enter,1,2016,10
REDSTONE,Commercial Break & Enter,1,2016,3
ACADIA,Commercial Break & Enter,1,2016,49
ARBOUR LAKE,Commercial Break & Enter,1,2016,22
BRENTWOOD,Commercial Break & Enter,1,2016,19
CAPITOL HILL,Commercial Break & Enter,1,2016,14
GOLDEN TRIANGLE,Commercial Break & Enter,1,2016,25
GREAT PLAINS,Commercial Break & Enter,1,2016,23
THORNCLIFFE,Commercial Break & Enter,1,2016,47
BRIDGELAND/RIVERSIDE,Commercial Break & Enter,1,2016,63
GREENVIEW INDUSTRIAL PARK,Commercial Break & Enter,1,2016,36
RENFREW,Commercial Break & Enter,1,2016,34
KILLARNEY/GLENGARRY,Commercial Break & Enter,1,2016,22
MARLBOROUGH,Commercial Break & Enter,1,2016,11
MISSION,Commercial Break & Enter,1,2016,43
MOUNT PLEASANT,Commercial Break & Enter,1,2016,43
MCKENZIE TOWNE,Commercial Break & Enter,1,2016,23
CRANSTON,Commercial Break & Enter,1,2016,11
MONTGOMERY,Commercial Break & Enter,1,2016,16
FOREST LAWN INDUSTRIAL,Commercial Break & Enter,1,2016,28
SOUTH FOOTHILLS,Commercial Break & Enter,1,2016,46
FOREST LAWN,Commercial Break & Enter,1,2016,18
LAKE BONAVISTA,Commercial Break & Enter,1,2016,33
TUXEDO PARK,Commercial Break & Enter,1,2016,19
BOWNESS,Commercial Break & Enter,1,2016,32
AUBURN BAY,Commercial Break & Enter,1,2016,21
SUNRIDGE,Commercial Break & Enter,1,2016,34
WILLOW PARK,Commercial Break & Enter,1,2016,14
CRESCENT HEIGHTS,Commercial Break & Enter,1,2016,51
SOUTH AIRWAYS,Commercial Break & Enter,1,2016,32
CHINATOWN,Commercial Break & Enter,1,2016,17
EAST SHEPARD INDUSTRIAL,Commercial Break & Enter,1,2016,54
HIGHFIELD,Commercial Break & Enter,1,2016,55
EVANSTON,Commercial Break & Enter,1,2016,5
ALYTH/BONNYBROOK,Commercial Break & Enter,1,2016,22
HILLHURST,Commercial Break & Enter,1,2016,41
MANCHESTER INDUSTRIAL,Commercial Break & Enter,1,2016,120
FOOTHILLS,Commercial Break & Enter,1,2016,104
DOWNTOWN COMMERCIAL CORE,Commercial Break & Enter,1,2016,112
BELTLINE,Commercial Break & Enter,1,2016,190
CARRINGTON,Physical Disorder,1,2016,1
CFB - LINCOLN PARK PMQ,Physical Disorder,1,2016,4
CITYSCAPE,Physical Disorder,1,2016,5
GOLDEN TRIANGLE,Physical Disorder,1,2016,3
STONEGATE LANDING,Physical Disorder,1,2016,5
STONEY 3,Physical Disorder,1,2016,2
AURORA BUSINESS PARK,Physical Disorder,1,2016,1
LIVINGSTON,Physical Disorder,1,2016,3
MAYFAIR,Physical Disorder,1,2016,5
NOLAN HILL,Physical Disorder,1,2016,7
NORTH HAVEN UPPER,Physical Disorder,1,2016,3
PEGASUS,Physical Disorder,1,2016,3
POINT MCKAY,Physical Disorder,1,2016,3
SECTION 23,Physical Disorder,1,2016,2
BAYVIEW,Physical Disorder,1,2016,11
BEL-AIRE,Physical Disorder,1,2016,1
BONAVISTA DOWNS,Physical Disorder,1,2016,3
BRITANNIA,Physical Disorder,1,2016,4
DIAMOND COVE,Physical Disorder,1,2016,7
EAGLE RIDGE,Physical Disorder,1,2016,9
LEGACY,Physical Disorder,1,2016,10
QUEENS PARK VILLAGE,Physical Disorder,1,2016,6
SKYLINE EAST,Physical Disorder,1,2016,3
CRESTMONT,Physical Disorder,1,2016,6
EASTFIELD,Physical Disorder,1,2016,5
GREENWOOD/GREENBRIAR,Physical Disorder,1,2016,3
OGDEN SHOPS,Physical Disorder,1,2016,0
REDSTONE,Physical Disorder,1,2016,7
CANADA OLYMPIC PARK,Physical Disorder,1,2016,6
GLENDEER BUSINESS PARK,Physical Disorder,1,2016,3
RIDEAU PARK,Physical Disorder,1,2016,3
SETON,Physical Disorder,1,2016,5
STONEY 1,Physical Disorder,1,2016,6
CFB - CURRIE,Physical Disorder,1,2016,1
CHINOOK PARK,Physical Disorder,1,2016,8
CHRISTIE PARK,Physical Disorder,1,2016,3
MAHOGANY,Physical Disorder,1,2016,14
ROSEDALE,Physical Disorder,1,2016,6
ROSEMONT,Physical Disorder,1,2016,5
SCARBORO,Physical Disorder,1,2016,1
SKYLINE WEST,Physical Disorder,1,2016,5
WALDEN,Physical Disorder,1,2016,5
GREAT PLAINS,Physical Disorder,1,2016,7
HAMPTONS,Physical Disorder,1,2016,10
NOSE HILL PARK,Physical Disorder,1,2016,7
PUMP HILL,Physical Disorder,1,2016,10
SADDLE RIDGE INDUSTRIAL,Physical Disorder,1,2016,11
SCARBORO/ SUNALTA WEST,Physical Disorder,1,2016,3
SHERWOOD,Physical Disorder,1,2016,13
CAMBRIAN HEIGHTS,Physical Disorder,1,2016,8
COACH HILL,Physical Disorder,1,2016,10
COUGAR RIDGE,Physical Disorder,1,2016,11
RUTLAND PARK,Physical Disorder,1,2016,8
SAGE HILL,Physical Disorder,1,2016,8
STARFIELD,Physical Disorder,1,2016,1
FISH CREEK PARK,Physical Disorder,1,2016,17
GLENDALE,Physical Disorder,1,2016,6
KELVIN GROVE,Physical Disorder,1,2016,10
KINCORA,Physical Disorder,1,2016,13
PARKDALE,Physical Disorder,1,2016,6
PARKLAND,Physical Disorder,1,2016,10
ROXBORO,Physical Disorder,1,2016,2
ROYAL VISTA,Physical Disorder,1,2016,8
STONEY 4,Physical Disorder,1,2016,3
VALLEYFIELD,Physical Disorder,1,2016,15
WEST SPRINGS,Physical Disorder,1,2016,22
WESTGATE,Physical Disorder,1,2016,8
PALLISER,Physical Disorder,1,2016,13
SHAGANAPPI,Physical Disorder,1,2016,11
CHARLESWOOD,Physical Disorder,1,2016,8
DEERFOOT BUSINESS CENTRE,Physical Disorder,1,2016,8
MEADOWLARK PARK,Physical Disorder,1,2016,18
PARKHILL,Physical Disorder,1,2016,11
PATTERSON,Physical Disorder,1,2016,11
STONEY 2,Physical Disorder,1,2016,14
STRATHCONA PARK,Physical Disorder,1,2016,22
COUNTRY HILLS,Physical Disorder,1,2016,10
EAST FAIRVIEW INDUSTRIAL,Physical Disorder,1,2016,21
ERLTON,Physical Disorder,1,2016,11
HIGHWOOD,Physical Disorder,1,2016,6
SANDSTONE VALLEY,Physical Disorder,1,2016,19
SPRUCE CLIFF,Physical Disorder,1,2016,19
ELBOYA,Physical Disorder,1,2016,8
NORTH AIRWAYS,Physical Disorder,1,2016,10
NORTH HAVEN,Physical Disorder,1,2016,4
SKYVIEW RANCH,Physical Disorder,1,2016,25
ASPEN WOODS,Physical Disorder,1,2016,17
COLLINGWOOD,Physical Disorder,1,2016,13
GREENVIEW INDUSTRIAL PARK,Physical Disorder,1,2016,25
LINCOLN PARK,Physical Disorder,1,2016,19
MACEWAN GLEN,Physical Disorder,1,2016,9
UPPER MOUNT ROYAL,Physical Disorder,1,2016,22
VALLEY RIDGE,Physical Disorder,1,2016,5
AUBURN BAY,Physical Disorder,1,2016,29
GLENMORE PARK,Physical Disorder,1,2016,7
LAKEVIEW,Physical Disorder,1,2016,14
MAYLAND,Physical Disorder,1,2016,14
MERIDIAN,Physical Disorder,1,2016,12
NEW BRIGHTON,Physical Disorder,1,2016,22
OAKRIDGE,Physical Disorder,1,2016,18
RED CARPET,Physical Disorder,1,2016,4
SHAWNEE SLOPES,Physical Disorder,1,2016,9
SILVERADO,Physical Disorder,1,2016,8
UNIVERSITY HEIGHTS,Physical Disorder,1,2016,7
UNIVERSITY OF CALGARY,Physical Disorder,1,2016,11
DEER RIDGE,Physical Disorder,1,2016,31
MCCALL,Physical Disorder,1,2016,6
NORTH GLENMORE PARK,Physical Disorder,1,2016,10
SOUTH FOOTHILLS,Physical Disorder,1,2016,5
ST. ANDREWS HEIGHTS,Physical Disorder,1,2016,10
COPPERFIELD,Physical Disorder,1,2016,29
GREENVIEW,Physical Disorder,1,2016,16
MANCHESTER,Physical Disorder,1,2016,14
MAPLE RIDGE,Physical Disorder,1,2016,12
SCENIC ACRES,Physical Disorder,1,2016,18
WESTWINDS,Physical Disorder,1,2016,21
WILDWOOD,Physical Disorder,1,2016,13
DEER RUN,Physical Disorder,1,2016,16
DISCOVERY RIDGE,Physical Disorder,1,2016,10
EAST SHEPARD INDUSTRIAL,Physical Disorder,1,2016,25
FAIRVIEW,Physical Disorder,1,2016,16
RANCHLANDS,Physical Disorder,1,2016,17
SHEPARD INDUSTRIAL,Physical Disorder,1,2016,16
CITADEL,Physical Disorder,1,2016,11
CORAL SPRINGS,Physical Disorder,1,2016,13
